title,ingredients,steps,cuisine,rating
Sugar Glazed Rice! .,"cumin, chicken, salt, basil, rice! .",Bake at 350°F -> Add seasoning -> Boil water! .,FRENCH! .,1.0
Golden Chicken! .,"chicken, flour, milk, butter! .",Bake at 350°F -> Chop ingredients -> Mix ingredients -> Serve hot! .,THAI! .,3.0
Spaghetti Delight! .,"rice, salt, carrot! .",Boil water -> Chop ingredients -> Serve hot -> Add seasoning! .,THAI! .,4.0
Sweet & Spicy Carrot! .,"cheese, egg, carrot! .",Bake at 350°F -> Let it simmer -> Boil water -> Serve hot! .,CHINESE! .,4.0
Sugar Glazed Rice! .,"onion, turmeric, rice! .",Garnish with herbs -> Let it simmer -> Serve hot! .,AMERICAN! .,5.0
Golden Chicken! .,"sugar, cheese, basil, flour, lemon, pepper! .",Mix ingredients -> Let it simmer -> Chop ingredients -> Bake at 350°F -> Serve hot! .,THAI! .,4.0
Spaghetti Delight! .,"sugar, onion, turmeric, milk! .",Add seasoning -> Mix ingredients -> Heat oil -> Chop ingredients -> Serve hot! .,AMERICAN! .,3.0
Herbal Lemon Rice! .,"rice, spinach, pepper, vanilla! .",Boil water -> Serve hot -> Bake at 350°F -> Let it simmer -> Mix ingredients! .,CHINESE! .,1.0
Sugar Glazed Rice! .,"turmeric, sugar, milk, olive oil, chicken! .",Let it simmer -> Add seasoning -> Chop ingredients! .,CHINESE! .,1.0
Golden Chicken! .,"olive oil, basil, tomato, salt, turmeric, vanilla! .",Chop ingredients -> Heat oil -> Add seasoning -> Bake at 350°F -> Let it simmer! .,INDIAN! .,4.0
Sweet & Spicy Carrot! .,"cheese, cumin, chili! .",Bake at 350°F -> Let it simmer -> Add seasoning! .,FRENCH! .,2.0
Herbal Lemon Rice! .,"cumin, onion, garlic! .",Add seasoning -> Chop ingredients -> Bake at 350°F! .,INDIAN! .,2.0
Sugar Glazed Rice! .,"cheese, basil, pepper! .",Serve hot -> Let it simmer -> Add seasoning -> Boil water -> Garnish with herbs! .,THAI! .,4.0
Golden Chicken! .,"rice, sugar, basil, chicken, cumin! .",Garnish with herbs -> Heat oil -> Mix ingredients! .,AMERICAN! .,4.0
Sweet & Spicy Carrot! .,"carrot, potato, pepper, butter! .",Mix ingredients -> Garnish with herbs -> Chop ingredients -> Let it simmer! .,THAI! .,1.0
Herbal Lemon Rice! .,"sugar, beef, spinach! .",Boil water -> Bake at 350°F -> Add seasoning! .,INDIAN! .,1.0
Sugar Glazed Rice! .,"garlic, carrot, lemon, beef, tomato! .",Bake at 350°F -> Chop ingredients -> Boil water! .,THAI! .,3.0
Golden Chicken! .,"cheese, pasta, tomato, vanilla, lemon! .",Mix ingredients -> Heat oil -> Garnish with herbs -> Chop ingredients -> Bake at 350°F! .,CHINESE! .,3.0
Spaghetti Delight! .,"chicken, pasta, cheese, tomato, butter! .",Chop ingredients -> Add seasoning -> Boil water -> Garnish with herbs -> Serve hot! .,ITALIAN! .,5.0
Sweet & Spicy Carrot! .,"flour, pepper, egg! .",Garnish with herbs -> Heat oil -> Let it simmer -> Chop ingredients! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"chicken, cheese, basil, carrot, turmeric! .",Mix ingredients -> Serve hot -> Bake at 350°F! .,MEXICAN! .,2.0
Sugar Glazed Rice! .,"garlic, tomato, carrot, chili, egg, flour! .",Chop ingredients -> Boil water -> Mix ingredients! .,FRENCH! .,2.0
Golden Chicken! .,"chicken, garlic, turmeric, vanilla, salt! .",Boil water -> Serve hot -> Chop ingredients -> Mix ingredients -> Garnish with herbs! .,AMERICAN! .,1.0
Spaghetti Delight! .,"egg, flour, pasta, chili, cheese, onion! .",Let it simmer -> Garnish with herbs -> Boil water -> Heat oil -> Serve hot! .,INDIAN! .,5.0
Sweet & Spicy Carrot! .,"onion, olive oil, vanilla, sugar! .",Bake at 350°F -> Serve hot -> Chop ingredients -> Boil water -> Mix ingredients! .,CHINESE! .,4.0
Herbal Lemon Rice! .,"olive oil, potato, spinach, sugar, garlic! .",Chop ingredients -> Mix ingredients -> Garnish with herbs -> Serve hot! .,THAI! .,3.0
Sugar Glazed Rice! .,"sugar, pepper, carrot, potato! .",Heat oil -> Serve hot -> Let it simmer! .,ITALIAN! .,5.0
Golden Chicken! .,"cumin, flour, sugar, pasta! .",Add seasoning -> Serve hot -> Mix ingredients! .,ITALIAN! .,5.0
Spaghetti Delight! .,"onion, turmeric, rice, carrot, basil, spinach! .",Mix ingredients -> Boil water -> Chop ingredients -> Add seasoning! .,CHINESE! .,1.0
Sweet & Spicy Carrot! .,"sugar, basil, carrot, onion, salt! .",Chop ingredients -> Garnish with herbs -> Add seasoning -> Serve hot! .,AMERICAN! .,3.0
Herbal Lemon Rice! .,"pasta, cheese, lemon, carrot, vanilla! .",Heat oil -> Add seasoning -> Let it simmer! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"pepper, basil, olive oil, carrot, onion! .",Garnish with herbs -> Let it simmer -> Heat oil! .,THAI! .,1.0
Golden Chicken! .,"onion, olive oil, butter! .",Mix ingredients -> Heat oil -> Chop ingredients -> Boil water -> Garnish with herbs! .,CHINESE! .,1.0
Spaghetti Delight! .,"flour, vanilla, basil! .",Let it simmer -> Boil water -> Garnish with herbs -> Heat oil! .,INDIAN! .,1.0
Sweet & Spicy Carrot! .,"rice, chicken, garlic, pepper, chili, cumin! .",Heat oil -> Boil water -> Add seasoning! .,ITALIAN! .,4.0
Herbal Lemon Rice! .,"chicken, chili, potato, garlic, butter, olive oil! .",Bake at 350°F -> Add seasoning -> Let it simmer -> Heat oil! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"salt, pasta, cumin, onion! .",Mix ingredients -> Add seasoning -> Serve hot -> Bake at 350°F -> Boil water! .,ITALIAN! .,3.0
Golden Chicken! .,"chili, garlic, spinach, onion! .",Bake at 350°F -> Chop ingredients -> Serve hot -> Garnish with herbs! .,INDIAN! .,3.0
Spaghetti Delight! .,"garlic, salt, milk, chili, tomato, egg! .",Mix ingredients -> Boil water -> Bake at 350°F -> Chop ingredients -> Heat oil! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"turmeric, garlic, carrot, rice! .",Mix ingredients -> Add seasoning -> Let it simmer! .,CHINESE! .,2.0
Herbal Lemon Rice! .,"olive oil, onion, sugar, chicken, butter, potato! .",Garnish with herbs -> Heat oil -> Serve hot -> Boil water! .,CHINESE! .,1.0
Sugar Glazed Rice! .,"garlic, cheese, salt, butter, flour, spinach! .",Heat oil -> Let it simmer -> Serve hot -> Mix ingredients! .,AMERICAN! .,1.0
Golden Chicken! .,"lemon, basil, onion, carrot! .",Boil water -> Let it simmer -> Garnish with herbs -> Mix ingredients! .,FRENCH! .,2.0
Spaghetti Delight! .,"butter, chicken, potato! .",Garnish with herbs -> Bake at 350°F -> Boil water! .,ITALIAN! .,5.0
Herbal Lemon Rice! .,"beef, cheese, tomato, pepper! .",Boil water -> Add seasoning -> Garnish with herbs -> Bake at 350°F! .,INDIAN! .,5.0
Sugar Glazed Rice! .,"cumin, pepper, spinach, vanilla, onion, chicken! .",Bake at 350°F -> Serve hot -> Let it simmer -> Garnish with herbs -> Mix ingredients! .,CHINESE! .,4.0
Golden Chicken! .,"pasta, onion, rice! .",Heat oil -> Add seasoning -> Mix ingredients! .,FRENCH! .,4.0
Sweet & Spicy Carrot! .,"salt, milk, garlic, beef! .",Bake at 350°F -> Mix ingredients -> Heat oil! .,AMERICAN! .,5.0
Herbal Lemon Rice! .,"cheese, turmeric, chili, potato, spinach! .",Chop ingredients -> Add seasoning -> Boil water -> Let it simmer -> Serve hot! .,INDIAN! .,1.0
Sugar Glazed Rice! .,"lemon, carrot, basil, milk, onion, salt! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Let it simmer -> Boil water! .,FRENCH! .,3.0
Spaghetti Delight! .,"lemon, olive oil, vanilla, egg, chili, pasta! .",Heat oil -> Boil water -> Garnish with herbs -> Add seasoning! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"flour, turmeric, pepper, garlic, cheese, potato! .",Serve hot -> Bake at 350°F -> Boil water -> Garnish with herbs! .,THAI! .,4.0
Sugar Glazed Rice! .,"chicken, flour, sugar! .",Mix ingredients -> Boil water -> Let it simmer -> Chop ingredients! .,INDIAN! .,3.0
Golden Chicken! .,"cheese, beef, vanilla! .",Boil water -> Garnish with herbs -> Let it simmer! .,THAI! .,2.0
Sweet & Spicy Carrot! .,"basil, flour, spinach, cheese, egg, carrot! .",Boil water -> Chop ingredients -> Add seasoning -> Serve hot -> Let it simmer! .,ITALIAN! .,3.0
Herbal Lemon Rice! .,"butter, chili, cumin, egg, pepper, spinach! .",Garnish with herbs -> Serve hot -> Let it simmer -> Mix ingredients -> Add seasoning! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"garlic, turmeric, beef, basil, vanilla, rice! .",Boil water -> Garnish with herbs -> Bake at 350°F -> Mix ingredients! .,THAI! .,1.0
Golden Chicken! .,"salt, carrot, pasta! .",Mix ingredients -> Chop ingredients -> Add seasoning -> Serve hot! .,CHINESE! .,3.0
Spaghetti Delight! .,"milk, salt, cheese! .",Let it simmer -> Add seasoning -> Mix ingredients -> Bake at 350°F -> Boil water! .,INDIAN! .,5.0
Sweet & Spicy Carrot! .,"pepper, sugar, cumin! .",Mix ingredients -> Boil water -> Serve hot -> Add seasoning! .,AMERICAN! .,2.0
Sugar Glazed Rice! .,"egg, flour, chili, cumin! .",Mix ingredients -> Garnish with herbs -> Boil water! .,AMERICAN! .,1.0
Golden Chicken! .,"cheese, garlic, potato, salt, spinach! .",Mix ingredients -> Add seasoning -> Heat oil! .,THAI! .,4.0
Spaghetti Delight! .,"butter, beef, carrot, onion, pepper! .",Boil water -> Serve hot -> Garnish with herbs -> Bake at 350°F -> Let it simmer! .,FRENCH! .,3.0
Sweet & Spicy Carrot! .,"cheese, beef, lemon! .",Let it simmer -> Garnish with herbs -> Chop ingredients -> Boil water! .,AMERICAN! .,1.0
Herbal Lemon Rice! .,"onion, pepper, cheese, spinach! .",Chop ingredients -> Mix ingredients -> Let it simmer! .,AMERICAN! .,4.0
Sugar Glazed Rice! .,"tomato, rice, chili, carrot, cumin! .",Bake at 350°F -> Heat oil -> Chop ingredients -> Garnish with herbs -> Add seasoning! .,ITALIAN! .,2.0
Golden Chicken! .,"sugar, garlic, egg! .",Serve hot -> Chop ingredients -> Heat oil! .,THAI! .,1.0
Spaghetti Delight! .,"chili, tomato, potato, beef, cumin! .",Add seasoning -> Chop ingredients -> Heat oil! .,CHINESE! .,2.0
Sweet & Spicy Carrot! .,"pasta, chicken, sugar, salt, onion! .",Let it simmer -> Heat oil -> Chop ingredients! .,ITALIAN! .,2.0
Herbal Lemon Rice! .,"spinach, potato, chili, lemon! .",Let it simmer -> Boil water -> Serve hot! .,FRENCH! .,4.0
Sugar Glazed Rice! .,"turmeric, spinach, chicken! .",Serve hot -> Mix ingredients -> Boil water! .,AMERICAN! .,4.0
Golden Chicken! .,"rice, onion, cumin, butter! .",Chop ingredients -> Add seasoning -> Heat oil -> Garnish with herbs! .,AMERICAN! .,3.0
Spaghetti Delight! .,"butter, pasta, cheese, beef, rice! .",Bake at 350°F -> Let it simmer -> Mix ingredients -> Chop ingredients! .,CHINESE! .,1.0
Sweet & Spicy Carrot! .,"cumin, lemon, carrot, pepper, spinach! .",Chop ingredients -> Heat oil -> Bake at 350°F -> Add seasoning -> Mix ingredients! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"basil, egg, cheese! .",Bake at 350°F -> Garnish with herbs -> Serve hot -> Mix ingredients! .,FRENCH! .,1.0
Sugar Glazed Rice! .,"salt, cumin, spinach, egg! .",Let it simmer -> Heat oil -> Garnish with herbs! .,CHINESE! .,2.0
Golden Chicken! .,"potato, chicken, carrot, garlic, beef! .",Let it simmer -> Garnish with herbs -> Serve hot -> Boil water -> Heat oil! .,AMERICAN! .,4.0
Spaghetti Delight! .,"milk, onion, cumin, flour, egg, beef! .",Serve hot -> Let it simmer -> Garnish with herbs! .,FRENCH! .,4.0
Sweet & Spicy Carrot! .,"onion, basil, garlic, lemon, vanilla, tomato! .",Bake at 350°F -> Let it simmer -> Chop ingredients! .,INDIAN! .,2.0
Herbal Lemon Rice! .,"chili, onion, potato, pepper, egg, garlic! .",Boil water -> Bake at 350°F -> Serve hot -> Heat oil -> Chop ingredients! .,AMERICAN! .,1.0
Sugar Glazed Rice! .,"onion, butter, potato, spinach! .",Garnish with herbs -> Let it simmer -> Mix ingredients -> Heat oil! .,MEXICAN! .,4.0
Golden Chicken! .,"flour, chicken, cheese! .",Let it simmer -> Bake at 350°F -> Garnish with herbs -> Boil water! .,MEXICAN! .,4.0
Spaghetti Delight! .,"vanilla, tomato, rice, beef! .",Let it simmer -> Bake at 350°F -> Add seasoning -> Heat oil! .,AMERICAN! .,2.0
Sweet & Spicy Carrot! .,"olive oil, spinach, pasta, sugar! .",Serve hot -> Mix ingredients -> Heat oil -> Bake at 350°F! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"salt, vanilla, cheese, beef! .",Chop ingredients -> Boil water -> Serve hot -> Garnish with herbs! .,FRENCH! .,3.0
Golden Chicken! .,"onion, pasta, beef, garlic, pepper, vanilla! .",Boil water -> Let it simmer -> Serve hot -> Bake at 350°F! .,MEXICAN! .,4.0
Spaghetti Delight! .,"egg, spinach, butter, cheese! .",Bake at 350°F -> Garnish with herbs -> Heat oil! .,MEXICAN! .,3.0
Sweet & Spicy Carrot! .,"chicken, onion, egg, spinach! .",Garnish with herbs -> Chop ingredients -> Add seasoning -> Mix ingredients! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"beef, sugar, cheese, potato, chicken! .",Serve hot -> Boil water -> Mix ingredients -> Bake at 350°F -> Heat oil! .,THAI! .,3.0
Golden Chicken! .,"milk, spinach, vanilla, basil, cumin! .",Let it simmer -> Chop ingredients -> Bake at 350°F -> Serve hot! .,FRENCH! .,1.0
Spaghetti Delight! .,"cumin, egg, salt, turmeric, cheese! .",Chop ingredients -> Boil water -> Mix ingredients -> Garnish with herbs! .,INDIAN! .,1.0
Sweet & Spicy Carrot! .,"garlic, turmeric, olive oil, rice, cheese! .",Add seasoning -> Heat oil -> Let it simmer -> Serve hot -> Boil water! .,INDIAN! .,4.0
Herbal Lemon Rice! .,"onion, carrot, pasta, flour, cheese! .",Bake at 350°F -> Let it simmer -> Boil water -> Add seasoning -> Chop ingredients! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"rice, vanilla, basil, cheese! .",Add seasoning -> Bake at 350°F -> Chop ingredients -> Mix ingredients! .,THAI! .,1.0
Spaghetti Delight! .,"onion, chili, cumin! .",Boil water -> Heat oil -> Garnish with herbs -> Chop ingredients -> Mix ingredients! .,ITALIAN! .,3.0
Sweet & Spicy Carrot! .,"rice, butter, pasta, pepper, egg, tomato! .",Let it simmer -> Serve hot -> Bake at 350°F -> Boil water -> Mix ingredients! .,CHINESE! .,5.0
Herbal Lemon Rice! .,"salt, sugar, pasta, beef, spinach, pepper! .",Mix ingredients -> Boil water -> Chop ingredients -> Garnish with herbs! .,FRENCH! .,4.0
Sweet & Spicy Carrot! .,"vanilla, sugar, milk, cumin, onion! .",Boil water -> Serve hot -> Add seasoning -> Bake at 350°F -> Let it simmer! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"milk, spinach, cumin, turmeric, sugar, olive oil! .",Boil water -> Serve hot -> Heat oil -> Let it simmer! .,INDIAN! .,3.0
Golden Chicken! .,"rice, pepper, salt, turmeric, sugar, chili! .",Add seasoning -> Boil water -> Let it simmer -> Serve hot! .,INDIAN! .,4.0
Spaghetti Delight! .,"olive oil, tomato, flour, garlic, cumin, pasta! .",Boil water -> Mix ingredients -> Chop ingredients -> Serve hot -> Bake at 350°F! .,ITALIAN! .,4.0
Sweet & Spicy Carrot! .,"butter, rice, cumin! .",Chop ingredients -> Serve hot -> Garnish with herbs -> Bake at 350°F! .,AMERICAN! .,2.0
Herbal Lemon Rice! .,"vanilla, basil, chicken, lemon! .",Mix ingredients -> Chop ingredients -> Garnish with herbs -> Boil water! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"olive oil, turmeric, chili, chicken, salt! .",Mix ingredients -> Boil water -> Add seasoning -> Let it simmer! .,ITALIAN! .,4.0
Golden Chicken! .,"salt, tomato, cumin, turmeric, garlic! .",Heat oil -> Mix ingredients -> Bake at 350°F -> Add seasoning -> Garnish with herbs! .,AMERICAN! .,3.0
Spaghetti Delight! .,"beef, rice, cheese! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Serve hot -> Chop ingredients! .,CHINESE! .,1.0
Herbal Lemon Rice! .,"salt, onion, flour, basil, tomato, turmeric! .",Chop ingredients -> Mix ingredients -> Heat oil -> Serve hot -> Add seasoning! .,ITALIAN! .,3.0
Sugar Glazed Rice! .,"flour, pepper, carrot, potato! .",Bake at 350°F -> Garnish with herbs -> Let it simmer! .,FRENCH! .,2.0
Golden Chicken! .,"basil, sugar, beef! .",Boil water -> Chop ingredients -> Heat oil -> Let it simmer! .,MEXICAN! .,2.0
Spaghetti Delight! .,"potato, salt, sugar, spinach, vanilla, butter! .",Bake at 350°F -> Serve hot -> Heat oil -> Mix ingredients -> Let it simmer! .,CHINESE! .,1.0
Sweet & Spicy Carrot! .,"carrot, chili, cheese, beef! .",Serve hot -> Let it simmer -> Boil water -> Garnish with herbs -> Mix ingredients! .,FRENCH! .,2.0
Sugar Glazed Rice! .,"lemon, spinach, chicken, vanilla! .",Add seasoning -> Let it simmer -> Mix ingredients! .,CHINESE! .,2.0
Golden Chicken! .,"lemon, tomato, butter, salt, cumin, garlic! .",Bake at 350°F -> Chop ingredients -> Mix ingredients! .,FRENCH! .,3.0
Spaghetti Delight! .,"beef, tomato, sugar! .",Bake at 350°F -> Boil water -> Let it simmer! .,ITALIAN! .,5.0
Sweet & Spicy Carrot! .,"flour, tomato, egg! .",Bake at 350°F -> Heat oil -> Boil water! .,FRENCH! .,3.0
Herbal Lemon Rice! .,"carrot, pasta, pepper, cumin, butter, turmeric! .",Garnish with herbs -> Bake at 350°F -> Let it simmer! .,AMERICAN! .,2.0
Sugar Glazed Rice! .,"pepper, carrot, tomato! .",Chop ingredients -> Heat oil -> Boil water -> Bake at 350°F -> Add seasoning! .,INDIAN! .,5.0
Golden Chicken! .,"onion, vanilla, pepper, olive oil! .",Add seasoning -> Serve hot -> Boil water! .,THAI! .,1.0
Spaghetti Delight! .,"onion, lemon, butter, cheese, salt, cumin! .",Let it simmer -> Heat oil -> Serve hot -> Add seasoning -> Mix ingredients! .,ITALIAN! .,1.0
Sweet & Spicy Carrot! .,"turmeric, carrot, vanilla! .",Let it simmer -> Boil water -> Serve hot! .,INDIAN! .,4.0
Herbal Lemon Rice! .,"onion, pasta, vanilla, egg, lemon! .",Boil water -> Garnish with herbs -> Chop ingredients! .,MEXICAN! .,2.0
Sugar Glazed Rice! .,"cumin, potato, rice, milk! .",Mix ingredients -> Boil water -> Let it simmer -> Garnish with herbs -> Heat oil! .,THAI! .,2.0
Spaghetti Delight! .,"pepper, turmeric, pasta, butter, cheese, flour! .",Mix ingredients -> Add seasoning -> Let it simmer -> Bake at 350°F -> Serve hot! .,AMERICAN! .,3.0
Sweet & Spicy Carrot! .,"pepper, egg, vanilla, basil! .",Bake at 350°F -> Chop ingredients -> Let it simmer! .,INDIAN! .,1.0
Herbal Lemon Rice! .,"milk, tomato, salt! .",Heat oil -> Let it simmer -> Bake at 350°F! .,THAI! .,2.0
Golden Chicken! .,"garlic, salt, cumin, cheese! .",Let it simmer -> Chop ingredients -> Bake at 350°F! .,FRENCH! .,4.0
Herbal Lemon Rice! .,"potato, flour, lemon! .",Heat oil -> Bake at 350°F -> Let it simmer -> Mix ingredients! .,MEXICAN! .,3.0
Sugar Glazed Rice! .,"chicken, potato, onion! .",Serve hot -> Bake at 350°F -> Garnish with herbs -> Mix ingredients! .,THAI! .,5.0
Golden Chicken! .,"spinach, pepper, butter, flour, turmeric, pasta! .",Boil water -> Heat oil -> Let it simmer -> Mix ingredients! .,THAI! .,2.0
Spaghetti Delight! .,"butter, milk, cheese, onion, carrot, pepper! .",Mix ingredients -> Boil water -> Garnish with herbs -> Heat oil! .,CHINESE! .,1.0
Herbal Lemon Rice! .,"cheese, spinach, potato, chili, salt, sugar! .",Boil water -> Garnish with herbs -> Add seasoning! .,CHINESE! .,1.0
Sugar Glazed Rice! .,"carrot, vanilla, potato, egg, rice! .",Heat oil -> Add seasoning -> Garnish with herbs! .,MEXICAN! .,4.0
Golden Chicken! .,"lemon, olive oil, basil, cumin, sugar, tomato! .",Let it simmer -> Mix ingredients -> Chop ingredients -> Garnish with herbs! .,MEXICAN! .,5.0
Spaghetti Delight! .,"carrot, cheese, cumin! .",Chop ingredients -> Bake at 350°F -> Heat oil -> Let it simmer -> Boil water! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"lemon, onion, spinach, olive oil, flour! .",Chop ingredients -> Mix ingredients -> Garnish with herbs -> Bake at 350°F! .,THAI! .,3.0
Herbal Lemon Rice! .,"cumin, olive oil, butter! .",Chop ingredients -> Serve hot -> Mix ingredients -> Bake at 350°F! .,CHINESE! .,3.0
Sugar Glazed Rice! .,"flour, milk, chili, sugar, beef, vanilla! .",Mix ingredients -> Add seasoning -> Let it simmer -> Boil water! .,INDIAN! .,2.0
Golden Chicken! .,"egg, beef, carrot, chicken! .",Bake at 350°F -> Chop ingredients -> Boil water -> Let it simmer -> Serve hot! .,INDIAN! .,3.0
Spaghetti Delight! .,"butter, basil, pasta, egg, flour! .",Add seasoning -> Let it simmer -> Bake at 350°F! .,THAI! .,5.0
Herbal Lemon Rice! .,"pasta, chicken, pepper, cumin, egg, vanilla! .",Let it simmer -> Garnish with herbs -> Chop ingredients -> Bake at 350°F! .,THAI! .,3.0
Sugar Glazed Rice! .,"chicken, carrot, salt! .",Serve hot -> Garnish with herbs -> Heat oil -> Mix ingredients -> Boil water! .,CHINESE! .,1.0
Golden Chicken! .,"milk, butter, spinach, garlic, onion, tomato! .",Boil water -> Chop ingredients -> Add seasoning! .,INDIAN! .,3.0
Spaghetti Delight! .,"turmeric, tomato, vanilla! .",Heat oil -> Bake at 350°F -> Mix ingredients -> Chop ingredients -> Garnish with herbs! .,AMERICAN! .,5.0
Sweet & Spicy Carrot! .,"carrot, milk, spinach, cumin, onion! .",Let it simmer -> Serve hot -> Add seasoning! .,MEXICAN! .,2.0
Herbal Lemon Rice! .,"beef, chili, carrot, tomato, cheese! .",Bake at 350°F -> Add seasoning -> Heat oil -> Boil water! .,MEXICAN! .,2.0
Sugar Glazed Rice! .,"cumin, potato, salt, milk! .",Bake at 350°F -> Heat oil -> Add seasoning! .,CHINESE! .,3.0
Golden Chicken! .,"lemon, butter, pasta, potato, turmeric! .",Garnish with herbs -> Chop ingredients -> Mix ingredients! .,FRENCH! .,5.0
Sweet & Spicy Carrot! .,"beef, salt, basil, rice! .",Chop ingredients -> Bake at 350°F -> Heat oil -> Boil water! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"pasta, potato, salt, butter, sugar, vanilla! .",Bake at 350°F -> Garnish with herbs -> Let it simmer! .,INDIAN! .,5.0
Sugar Glazed Rice! .,"carrot, cumin, onion, garlic! .",Mix ingredients -> Serve hot -> Bake at 350°F -> Heat oil -> Let it simmer! .,INDIAN! .,2.0
Golden Chicken! .,"basil, chicken, olive oil, egg, tomato, milk! .",Bake at 350°F -> Boil water -> Add seasoning! .,ITALIAN! .,3.0
Spaghetti Delight! .,"salt, pasta, pepper, cumin, potato, spinach! .",Mix ingredients -> Chop ingredients -> Let it simmer! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"olive oil, rice, spinach! .",Add seasoning -> Heat oil -> Serve hot! .,AMERICAN! .,1.0
Herbal Lemon Rice! .,"pepper, butter, salt, basil! .",Mix ingredients -> Let it simmer -> Add seasoning -> Bake at 350°F -> Serve hot! .,ITALIAN! .,1.0
Sugar Glazed Rice! .,"olive oil, vanilla, cumin, lemon, pasta! .",Chop ingredients -> Heat oil -> Garnish with herbs -> Bake at 350°F -> Serve hot! .,INDIAN! .,5.0
Golden Chicken! .,"salt, cumin, milk, chili, egg, rice! .",Chop ingredients -> Boil water -> Serve hot -> Let it simmer -> Add seasoning! .,THAI! .,2.0
Spaghetti Delight! .,"milk, beef, egg, basil! .",Mix ingredients -> Chop ingredients -> Add seasoning -> Let it simmer! .,THAI! .,1.0
Herbal Lemon Rice! .,"cheese, garlic, salt, tomato! .",Let it simmer -> Boil water -> Bake at 350°F! .,ITALIAN! .,3.0
Sugar Glazed Rice! .,"vanilla, lemon, beef, sugar! .",Serve hot -> Mix ingredients -> Garnish with herbs -> Add seasoning -> Boil water! .,AMERICAN! .,1.0
Golden Chicken! .,"olive oil, milk, pasta, beef! .",Bake at 350°F -> Chop ingredients -> Garnish with herbs -> Boil water! .,FRENCH! .,4.0
Spaghetti Delight! .,"olive oil, basil, lemon, vanilla, garlic, beef! .",Heat oil -> Add seasoning -> Chop ingredients -> Bake at 350°F! .,INDIAN! .,3.0
Sweet & Spicy Carrot! .,"pasta, garlic, flour, basil, salt! .",Heat oil -> Garnish with herbs -> Let it simmer! .,AMERICAN! .,3.0
Herbal Lemon Rice! .,"garlic, carrot, egg! .",Heat oil -> Add seasoning -> Garnish with herbs -> Let it simmer! .,AMERICAN! .,1.0
Sugar Glazed Rice! .,"cheese, butter, flour! .",Chop ingredients -> Serve hot -> Mix ingredients -> Garnish with herbs -> Add seasoning! .,MEXICAN! .,1.0
Spaghetti Delight! .,"salt, potato, spinach, garlic, vanilla! .",Chop ingredients -> Boil water -> Mix ingredients -> Bake at 350°F! .,THAI! .,5.0
Sweet & Spicy Carrot! .,"egg, onion, spinach, chili, garlic, turmeric! .",Mix ingredients -> Boil water -> Serve hot! .,INDIAN! .,3.0
Herbal Lemon Rice! .,"flour, onion, chili, sugar, spinach! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Serve hot -> Chop ingredients! .,MEXICAN! .,3.0
Sugar Glazed Rice! .,"vanilla, chicken, beef! .",Let it simmer -> Garnish with herbs -> Heat oil! .,CHINESE! .,2.0
Golden Chicken! .,"pasta, butter, egg, salt! .",Garnish with herbs -> Heat oil -> Boil water -> Bake at 350°F! .,MEXICAN! .,5.0
Spaghetti Delight! .,"flour, tomato, olive oil! .",Bake at 350°F -> Serve hot -> Add seasoning! .,THAI! .,5.0
Sweet & Spicy Carrot! .,"lemon, spinach, carrot, vanilla, turmeric, garlic! .",Mix ingredients -> Let it simmer -> Bake at 350°F -> Chop ingredients -> Boil water! .,ITALIAN! .,2.0
Herbal Lemon Rice! .,"beef, cheese, tomato, lemon, cumin, garlic! .",Boil water -> Garnish with herbs -> Heat oil! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"potato, tomato, beef! .",Mix ingredients -> Chop ingredients -> Boil water -> Serve hot! .,MEXICAN! .,4.0
Golden Chicken! .,"turmeric, chili, basil, pepper, egg, garlic! .",Serve hot -> Add seasoning -> Bake at 350°F! .,FRENCH! .,2.0
Spaghetti Delight! .,"flour, cumin, butter, sugar, chicken, lemon! .",Let it simmer -> Garnish with herbs -> Boil water -> Add seasoning! .,CHINESE! .,2.0
Sweet & Spicy Carrot! .,"chicken, pepper, tomato, garlic! .",Chop ingredients -> Mix ingredients -> Add seasoning! .,FRENCH! .,1.0
Herbal Lemon Rice! .,"tomato, carrot, flour, salt! .",Chop ingredients -> Bake at 350°F -> Boil water -> Garnish with herbs -> Add seasoning! .,AMERICAN! .,2.0
Sugar Glazed Rice! .,"potato, salt, garlic, pepper, cumin! .",Bake at 350°F -> Heat oil -> Mix ingredients -> Serve hot -> Boil water! .,ITALIAN! .,3.0
